No Point,5000000
No Exp,100
 
1,3.140728
2,3.1418824
3,3.1430136
4,3.1415144
5,3.1414096
6,3.140924
7,3.141772
8,3.1425624
9,3.139692
10,3.1416616
11,3.1419888
12,3.1422872
13,3.1411152
14,3.14162
15,3.1417432
16,3.1399592
17,3.1413248
18,3.1410024
19,3.1422208
20,3.1407768
21,3.141312
22,3.1423784
23,3.1411304
24,3.1407088
25,3.1416296
26,3.1418096
27,3.1412584
28,3.1405576
29,3.1414104
30,3.1417936
31,3.141124
32,3.1410152
33,3.1419424
34,3.1423872
35,3.1416296
36,3.1420632
37,3.1424664
38,3.1401544
39,3.1413296
40,3.1413024
41,3.1414648
42,3.1420992
43,3.1425088
44,3.1421368
45,3.1432432
46,3.1408168
47,3.1416464
48,3.1420576
49,3.1419656
50,3.1412192
51,3.1422008
52,3.1406552
53,3.1427328
54,3.1407256
55,3.1423776
56,3.142192
57,3.1406664
58,3.1401968
59,3.1409392
60,3.1406136
61,3.1422832
62,3.1412448
63,3.1415864
64,3.1407688
65,3.1410224
66,3.1412472
67,3.139896
68,3.1408568
69,3.1429464
70,3.141456
71,3.14284
72,3.140544
73,3.140884
74,3.141208
75,3.1421432
76,3.141612
77,3.1420816
78,3.1421928
79,3.1415192
80,3.1408344
81,3.1415224
82,3.1410912
83,3.1412504
84,3.1416576
85,3.1411904
86,3.1413144
87,3.1417656
88,3.1417184
89,3.1423072
90,3.1422696
91,3.1412592
92,3.1412464
93,3.1418976
94,3.1411512
95,3.1410152
96,3.1419216
97,3.1420648
98,3.1423464
99,3.1413336
100,3.1419256
 
Pi_avg,3.14152476
%Error,0.00216112008395764
